Time(s),Ax(g),Ay(g),Az(g),Gx(°/s),Gy(°/s),Gz(°/s)
8.273464,0.042,-0.411,0.983,17.349,3.632,-91.278
8.274444,-0.018,-0.363,0.956,19.287,3.548,-93.086
8.275418,-0.067,-0.266,0.933,19.402,3.693,-92.88
8.276380,-0.132,-0.172,0.91,18.433,3.227,-90.584
8.277366,-0.198,-0.149,0.91,17.654,2.876,-86.342
8.278347,-0.198,-0.116,0.912,16.006,2.19,-81.093
8.316075,-0.212,-0.06,0.904,13.71,1.434,-75.661
8.317132,-0.209,-0.046,0.893,11.78,1.244,-68.703
8.318100,-0.216,-0.035,0.89,9.552,1.144,-60.371
8.319059,-0.243,-0.015,0.9,7.744,0.931,-51.033
8.320006,-0.237,0.048,0.908,5.547,0.778,-40.771
8.320958,-0.262,0.109,0.915,3.227,0.557,-30.052
8.321943,-0.28,0.166,0.911,-0.008,0.648,-18.425
8.359786,-0.269,0.227,0.903,-3.494,0.557,-6.569
8.360762,-0.261,0.23,0.91,-7.05,0.618,5.341
8.361755,-0.221,0.231,0.906,-10.269,0.664,16.8
8.362718,-0.172,0.242,0.902,-12.909,0.526,26.955
8.363676,-0.124,0.228,0.906,-16.205,0.587,35.515
8.364641,-0.102,0.193,0.926,-19.287,0.549,43.579
8.365628,-0.079,0.109,0.934,-21.37,0.572,50.529
8.403377,-0.058,0.051,0.93,-23.232,0.664,55.504
8.404381,-0.01,0.009,0.925,-24.422,0.572,59.288
8.405379,0.034,-0.034,0.924,-25.627,0.938,61.15
8.406341,0.115,-0.044,0.94,-25.696,0.893,60.532
8.407297,0.178,-0.117,0.955,-25.62,1.587,57.297
8.408257,0.197,-0.169,0.993,-24.17,1.228,52.757
8.409240,0.344,-0.18,1.006,-22.484,1.839,44.853
8.447252,0.369,-0.229,1.026,-20.424,2.335,33.485
8.448253,0.425,-0.354,1.047,-17.616,2.518,20.95
8.449222,0.447,-0.496,1.064,-12.642,3.281,7.05
8.450173,0.393,-0.573,1.072,-8.003,2.93,-6.973
8.451134,0.449,-0.623,1.06,-3.639,3.204,-21.606
8.452081,0.358,-0.609,1.023,0.175,3.365,-34.988
8.453039,0.281,-0.582,0.99,2.983,2.892,-46.684
8.491007,0.228,-0.53,0.96,5.516,2.831,-54.962
8.491997,0.156,-0.432,0.93,7.607,2.777,-61.363
8.492952,0.086,-0.391,0.918,8.896,1.755,-66.856
8.493947,0.099,-0.405,0.933,10.666,1.709,-71.815
8.494907,0.097,-0.367,0.959,12.405,1.801,-75.912
8.495869,0.069,-0.286,0.967,13.275,2.312,-79.01
8.496857,-0.012,-0.21,0.979,13.405,2.182,-78.972
8.534509,-0.085,-0.101,0.963,12.489,2.563,-75.47
8.535530,-0.167,-0.042,0.958,10.689,2.357,-68.672
8.536481,-0.268,0.005,0.934,8.614,2.182,-60.028
8.537472,-0.338,0.017,0.9,6.279,1.076,-50.056
8.538424,-0.352,0.02,0.859,3.166,0.412,-38.399
8.539373,-0.353,0.017,0.863,0.664,0.183,-25.604
8.540345,-0.313,0.0,0.87,-1.877,0.237,-10.88
8.578170,-0.296,0.041,0.872,-5.638,0.786,4.41
8.579181,-0.34,0.063,0.931,-8.82,0.854,18.623
8.580144,-0.338,0.075,0.941,-10.895,0.549,31.86
8.581153,-0.342,0.093,0.938,-13.435,-0.031,43.007
8.582130,-0.286,0.108,0.915,-15.93,-0.71,51.704
8.583105,-0.163,0.145,0.894,-17.952,-1.167,59.181
8.584093,-0.072,0.178,0.851,-20.943,-0.977,64.255
8.623117,0.093,0.137,0.865,-24.223,0.038,67.741
8.626704,0.128,0.071,0.924,-25.566,1.106,68.779
8.630378,0.219,0.016,0.971,-25.887,1.915,65.804
8.634050,0.247,-0.052,1.013,-25.528,2.38,58.792
8.637536,0.298,-0.182,1.071,-22.911,1.93,46.921
8.640971,0.398,-0.315,1.098,-18.517,2.8,33.485
8.644465,0.401,-0.367,1.11,-13.725,2.396,19.432
8.666733,0.416,-0.434,1.117,-8.163,2.373,4.303
8.670274,0.433,-0.467,1.097,-3.174,2.655,-10.773
8.673759,0.368,-0.421,1.024,-0.275,2.899,-25.475
8.677194,0.323,-0.416,0.97,0.45,2.38,-37.796
8.680570,0.24,-0.425,0.94,1.816,2.663,-45.952
8.683994,0.098,-0.385,0.919,3.54,2.327,-50.552
8.687435,0.001,-0.382,0.907,5.257,0.877,-53.482
8.709740,-0.005,-0.37,0.937,7.057,0.336,-54.543
8.713290,-0.069,-0.283,0.946,8.636,-0.16,-54.115
8.716771,-0.087,-0.195,0.947,7.751,-0.587,-51.781
8.720227,-0.101,-0.068,0.955,5.928,0.977,-46.57
8.723644,-0.265,0.053,0.953,2.67,0.648,-36.598
8.727110,-0.371,0.051,0.935,-0.58,0.244,-22.278
8.730591,-0.429,-0.019,0.911,-3.555,0.198,-5.783
8.753585,-0.548,-0.022,0.867,-6.058,-1.244,10.742
8.757120,-0.421,0.051,0.788,-9.323,-2.014,26.634
8.760624,-0.289,0.13,0.76,-13.237,-0.252,40.436
8.764148,-0.227,0.191,0.791,-18.257,-0.656,48.813
8.767577,0.039,0.186,0.861,-22.141,1.144,55.298
8.771007,0.039,0.269,0.917,-24.483,2.701,59.784
8.774455,0.097,0.354,0.95,-26.932,2.998,60.715
8.797479,0.248,0.3,1.009,-28.595,4.234,55.817
8.800902,0.159,0.035,1.105,-26.268,2.571,45.837
8.804378,0.407,-0.182,1.113,-21.477,2.205,31.815
8.807871,0.355,-0.323,1.126,-15.793,2.342,17.731
8.811286,0.402,-0.461,1.102,-10.361,1.457,3.387
8.814740,0.552,-0.534,1.091,-5.646,3.41,-10.284
8.818256,0.39,-0.548,1.027,-3.372,2.907,-25.024
8.839935,0.397,-0.583,0.989,-1.74,3.807,-37.643
8.840918,0.253,-0.598,0.939,-0.366,4.578,-43.777
8.841889,0.018,-0.622,0.932,2.129,3.609,-46.219
8.842851,-0.113,-0.676,0.943,4.967,1.938,-46.097
8.843811,-0.122,-0.616,0.962,8.316,0.969,-44.815
8.844798,-0.309,-0.488,0.932,10.086,-1.694,-42.336
8.845800,-0.163,-0.379,0.912,9.499,-2.663,-36.949
8.883284,-0.238,-0.262,0.885,7.568,-2.342,-26.871
8.884289,-0.222,-0.07,0.904,4.845,-2.182,-13.321
8.885255,-0.218,0.065,0.904,1.129,-0.877,1.892
8.886222,-0.336,0.196,0.897,-3.685,-1.007,16.624
8.887179,-0.313,0.286,0.883,-8.682,-1.053,29.114
8.888147,-0.276,0.335,0.89,-12.672,-0.977,39.124
8.889143,-0.098,0.406,0.888,-15.381,-0.755,44.289
8.927416,0.152,0.56,0.882,-18.44,1.022,45.387
8.928396,0.166,0.665,0.915,-21.912,2.876,42.831
8.929374,0.16,0.473,0.944,-24.185,3.807,39.169
8.930322,0.23,0.179,1.04,-23.132,4.646,33.424
8.931279,0.182,-0.028,1.073,-18.913,4.845,23.529
8.932228,0.092,-0.133,1.017,-15.266,3.288,9.483
8.933211,0.094,-0.239,0.94,-13.985,0.221,-5.371
8.970789,0.474,-0.411,0.974,-12.451,-0.725,-16.701
8.971785,0.594,-0.72,1.038,-8.118,7.263,-22.301
8.972745,0.092,-0.965,1.093,-1.839,1.579,-29.732
8.973718,0.544,-0.886,1.109,2.129,5.44,-35.912
8.974661,0.001,-0.572,1.062,1.572,4.578,-37.758
8.975634,-0.043,-0.606,0.977,-0.671,4.112,-35.538
8.976616,-0.407,-0.892,0.989,2.64,-0.145,-28.793
9.014186,-0.141,-0.707,0.901,8.186,-1.907,-22.179
9.015203,-0.249,-0.404,0.803,10.887,-4.913,-16.212
9.016178,-0.131,-0.19,0.78,8.667,-4.936,-8.56
9.017488,-0.044,0.123,0.854,3.654,-3.372,1.961
9.018448,-0.056,0.404,0.988,0.107,-2.037,13.748
9.019389,-0.06,0.577,0.98,-5.974,0.175,25.742
9.020355,-0.121,0.581,0.987,-13.741,0.244,34.027
9.058458,-0.015,0.479,1.04,-16.991,1.587,39.49
9.059427,0.046,0.462,0.986,-16.685,2.304,39.635
9.060377,0.032,0.519,0.827,-18.333,2.647,34.447
9.061354,0.035,0.447,0.771,-20.874,1.938,27.519
9.062301,0.109,0.254,0.809,-19.859,2.632,23.163
9.063240,0.061,0.142,0.892,-17.639,2.64,18.051
9.064187,0.032,0.076,0.959,-16.258,0.565,8.026
9.102042,0.473,-0.168,1.103,-16.426,2.342,-4.12
9.103060,0.155,-0.641,1.165,-12.589,5.928,-14.923
9.104024,0.182,-0.799,1.184,-9.628,2.205,-27.435
9.104981,0.409,-0.893,1.134,-4.173,4.868,-35.507
9.105968,0.214,-0.896,1.035,-0.229,6.783,-39.192
9.106920,0.32,-0.861,0.906,1.984,9.43,-40.672
9.107892,-0.267,-0.823,0.924,4.807,4.524,-42.587
9.145142,-0.061,-0.604,0.938,6.508,0.885,-44.113
9.146157,-0.116,-0.411,0.875,8.675,0.786,-43.503
9.147127,-0.336,-0.347,0.745,8.659,-2.762,-40.749
9.148105,-0.279,-0.401,0.842,9.644,-6.409,-35.912
9.149095,0.267,-0.327,1.032,11.467,-2.617,-27.779
9.150074,-0.135,0.044,0.974,10.246,-1.602,-17.372
9.151034,-0.109,0.281,1.055,5.165,-2.19,-9.346
9.190395,-0.028,0.37,1.014,-1.457,1.274,1.671
9.193949,-0.368,0.415,1.02,-5.806,-0.549,12.634
9.197402,-0.041,0.476,0.909,-9.148,0.679,21.66
9.200923,-0.051,0.567,0.845,-12.199,3.586,27.405
9.204399,-0.223,0.691,0.743,-15.656,1.572,27.069
9.207852,0.12,0.694,0.745,-19.859,2.243,23.148
9.211292,0.141,0.425,0.821,-21.98,4.768,19.394
9.233589,-0.052,0.186,0.917,-19.928,3.479,13.565
9.237087,-0.016,0.045,0.963,-17.395,2.182,5.722
9.240632,-0.098,-0.054,0.984,-15.137,-0.565,-3.601
9.244167,0.717,-0.372,1.063,-13.901,3.662,-10.597
9.247699,-0.03,-0.856,1.207,-9.354,5.638,-13.641
9.251207,0.081,-0.825,1.175,-5.836,-0.87,-20.988
9.254695,0.674,-0.731,1.08,-3.159,8.324,-24.261
9.276953,0.184,-0.688,0.84,-4.395,7.759,-22.43
9.280589,-0.301,-0.948,0.936,-3.967,3.853,-20.897
9.284079,0.049,-0.826,0.954,-0.71,1.381,-18.936
9.287725,-0.121,-0.488,0.864,5.028,0.763,-17.288
9.291247,-0.175,-0.251,0.75,4.333,-3.41,-18.318
9.294776,-0.162,-0.254,0.831,3.212,-6.752,-15.694
9.298352,0.271,-0.283,1.024,5.608,-4.105,-9.338
9.320964,0.201,0.072,1.002,6.18,-0.511,-3.914
9.324458,-0.014,0.38,1.019,0.893,-1.076,-1.289
9.327802,0.047,0.34,1.045,-5.302,0.74,4.059
9.331259,-0.155,0.169,1.085,-7.431,1.724,12.131
9.334738,-0.267,0.228,1.002,-7.698,-0.313,18.631
9.338253,0.053,0.432,0.842,-9.895,2.075,20.538
9.341876,-0.108,0.537,0.719,-14.404,2.266,20.752
9.364471,-0.131,0.539,0.736,-18.707,-0.343,18.517
9.367954,0.214,0.373,0.823,-19.966,2.769,16.891
9.371370,0.092,0.134,0.984,-18.181,3.83,12.993
9.374742,0.05,0.092,1.068,-15.755,2.266,4.776
9.378220,0.091,0.081,1.105,-14.687,2.777,-2.884
9.381822,-0.039,-0.093,1.085,-14.671,0.664,-8.484
9.385604,0.175,-0.213,1.058,-13.939,2.686,-10.513
9.407611,0.153,-0.335,1.04,-11.963,3.09,-12.054
9.411149,0.244,-0.462,0.977,-10.323,4.837,-13.687
9.414626,0.121,-0.527,0.937,-9.964,5.753,-14.458
9.418221,0.036,-0.48,0.91,-9.743,5.104,-13.756
9.421882,-0.135,-0.44,0.948,-9.773,3.983,-11.833
9.425476,-0.182,-0.405,0.937,-8.263,0.511,-10.323
9.428960,-0.041,-0.362,0.897,-6.477,0.069,-9.865
9.451067,-0.059,-0.294,0.859,-6.21,-1.236,-9.392
9.454720,0.111,-0.27,0.894,-5.638,-1.617,-9.087
9.458269,0.173,-0.238,0.961,-4.936,0.343,-8.141
9.461958,0.057,-0.173,1.026,-4.715,0.816,-8.102
9.465453,0.132,-0.143,1.039,-5.318,2.007,-8.4
9.468904,-0.042,-0.154,1.045,-6.348,1.762,-7.874
9.472425,-0.037,-0.2,1.033,-6.332,1.633,-6.508
9.494420,-0.057,-0.214,0.961,-4.868,1.541,-4.906
9.498578,-0.105,-0.167,0.881,-4.25,0.519,-4.631
9.502243,-0.034,-0.134,0.865,-4.044,-0.023,-4.28
9.505799,-0.015,-0.099,0.877,-4.799,0.336,-3.197
9.509452,0.012,-0.03,0.902,-6.462,0.381,-0.435
9.512802,-0.006,0.039,0.97,-8.034,1.74,2.487
9.516251,-0.046,0.011,1.023,-10.01,1.274,5.081
9.538504,-0.038,-0.068,1.042,-10.254,1.305,7.05
9.541952,-0.063,-0.076,1.005,-9.384,0.488,7.072
9.545546,-0.015,-0.004,0.936,-9.308,0.496,6.95
9.549092,0.045,0.08,0.893,-9.964,0.816,7.111
9.552502,0.028,0.12,0.874,-11.33,0.916,8.011
9.555903,0.061,0.114,0.908,-13.008,1.213,9.712
9.559420,0.057,0.07,0.956,-14.359,1.823,10.086
9.581771,0.013,-0.01,0.997,-15.35,1.717,10.208
9.585382,0.02,-0.076,1.018,-14.557,1.556,9.323
9.588905,-0.022,-0.082,1.004,-14.282,1.167,9.514
9.592540,0.016,-0.051,0.969,-14.206,1.358,10.612
9.596036,0.047,-0.022,0.929,-15.442,1.877,12.123
9.599508,0.022,-0.015,0.921,-16.571,1.701,13.687
9.603020,0.048,-0.036,0.929,-17.349,2.022,14.061
9.625513,0.039,-0.073,0.943,-17.769,2.365,13.832
9.628992,0.022,-0.145,0.958,-17.654,2.312,13.657
9.632484,0.02,-0.202,0.969,-16.991,2.403,13.1
9.636113,-0.006,-0.207,0.955,-16.434,1.862,12.703
9.639707,0.006,-0.219,0.961,-16.251,1.945,12.436
9.643302,-0.004,-0.258,0.941,-15.816,1.732,11.734
9.646790,0.005,-0.294,0.952,-15.327,1.35,11.681
9.669294,0.019,-0.334,0.94,-14.03,1.503,11.093
9.672775,0.01,-0.374,0.942,-13.351,1.236,11.139
9.676263,0.023,-0.431,0.936,-12.558,1.198,10.895
9.679729,0.018,-0.48,0.945,-11.292,0.786,10.956
9.683218,0.035,-0.507,0.959,-10.178,1.03,11.032
9.686639,0.022,-0.512,0.956,-9.087,0.687,10.414
9.690070,0.037,-0.514,0.967,-7.797,0.381,10.162
9.713037,0.028,-0.519,0.961,-6.432,0.084,9.773
9.716544,0.063,-0.497,0.96,-4.715,-0.069,9.125
9.719940,0.072,-0.464,0.951,-3.693,0.168,8.049
9.723394,0.177,-0.462,0.945,-2.388,-0.031,7.08
9.726825,0.036,-0.444,0.948,-0.862,-0.374,5.318
9.730201,0.124,-0.441,0.948,0.29,-1.015,3.54
9.733550,0.193,-0.428,0.965,2.029,0.359,1.488
9.756546,0.078,-0.378,0.972,3.464,-0.778,-0.145
9.760031,0.185,-0.361,0.994,4.501,-0.16,-1.953
9.763426,0.098,-0.326,0.991,5.005,0.343,-2.953
9.766931,0.065,-0.314,0.987,5.531,-0.374,-4.173
9.770301,0.108,-0.314,0.984,5.951,0.481,-4.356
9.773717,0.009,-0.325,0.951,6.592,-0.366,-4.921
9.777177,0.033,-0.321,0.938,7.378,-0.45,-4.929
9.780640,-0.0,-0.299,0.907,8.049,-0.572,-5.035
9.802845,-0.005,-0.256,0.933,8.057,-0.832,-4.578
9.806310,-0.015,-0.228,0.914,7.515,-1.152,-3.784
9.809770,-0.008,-0.2,0.961,7.332,-1.236,-2.655
9.813229,-0.008,-0.195,0.962,6.866,-1.595,-1.45
9.816761,0.048,-0.207,0.993,7.195,-1.297,-0.847
9.820230,0.017,-0.201,0.99,7.545,-1.48,-1.328
9.823678,0.063,-0.17,0.988,8.728,-0.923,-1.831
9.846734,0.035,-0.104,0.96,9.125,-1.244,-2.319
9.850146,0.044,-0.014,0.938,8.842,-1.144,-2.747
9.853503,0.043,0.051,0.918,8.209,-1.053,-3.242
9.856835,0.046,0.094,0.918,7.362,-0.87,-3.006
9.860228,0.056,0.099,0.931,6.241,-0.725,-2.769
9.863621,0.054,0.088,0.956,5.356,-0.328,-3.304
9.867013,0.043,0.061,0.976,4.944,-0.275,-3.227
9.890420,0.037,0.068,0.985,4.936,-0.511,-3.372
9.893795,0.027,0.11,0.972,4.601,-0.488,-3.716
9.897187,0.014,0.156,0.961,3.487,-0.389,-3.578
9.900534,0.036,0.193,0.94,2.472,-0.359,-2.861
9.903863,0.039,0.222,0.934,0.931,0.061,-1.854
9.907238,0.042,0.24,0.925,-0.633,0.229,-1.282
9.910639,0.057,0.236,0.937,-2.205,0.763,-0.648
9.933883,0.032,0.236,0.945,-2.945,0.885,-0.45
9.937305,0.033,0.236,0.959,-4.242,0.847,-0.626
9.940658,0.034,0.235,0.959,-5.196,1.03,-0.565
9.944028,0.025,0.253,0.972,-6.355,0.961,-0.237
9.947409,0.044,0.257,0.967,-7.08,1.122,-0.313
9.950780,0.034,0.25,0.961,-8.347,1.251,-0.32
9.954180,0.041,0.257,0.946,-9.811,1.335,-0.45
9.977372,0.06,0.245,0.953,-10.811,1.93,-0.313
9.980783,0.01,0.249,0.936,-12.329,1.472,-0.069
9.984201,0.053,0.227,0.955,-13.466,2.38,-0.015
9.987568,0.022,0.215,0.953,-14.519,2.205,0.114
9.990982,0.021,0.206,0.964,-15.274,2.228,-0.336
9.994404,0.036,0.195,0.961,-16.548,2.48,-0.473
9.997837,0.012,0.188,0.958,-17.281,2.434,-0.992
10.020900,0.031,0.184,0.956,-18.12,2.563,-1.274
